Year;Age;mx;qx;ax;lx;dx;Lx;Tx;ex
2008;102;0.50830;0.40529;0.50;509;206;406;928;1.82
2008;103;0.54231;0.42663;0.50;302;129;238;523;1.73
2008;104;0.57605;0.44724;0.50;173;78;135;285;1.64
2008;105;0.60921;0.46697;0.50;96;45;73;150;1.56
2008;106;0.64147;0.48569;0.50;51;25;39;76;1.50
2008;107;0.67259;0.50332;0.50;26;13;20;38;1.44
2008;108;0.70232;0.51979;0.50;13;7;10;18;1.39
2008;109;0.73050;0.53507;0.50;6;3;5;8;1.35
2008;110+;0.75699;100.000;1.32;3;3;4;4;1.32
2009;0;0.00357;0.00356;0.14;100000;356;99695;7983884;79.84
2009;1;0.00039;0.00039;0.50;99644;39;99625;7884190;79.12
2009;2;0.00022;0.00022;0.50;99605;21;99594;7784565;78.15
2009;3;0.00014;0.00014;0.50;99584;14;99577;7684971;77.17
2009;4;0.00011;0.00011;0.50;99569;11;99564;7585394;76.18
2009;5;0.00009;0.00009;0.50;99558;9;99554;7485830;75.19
2009;6;0.00009;0.00009;0.50;99549;9;99544;7386277;74.20
2009;7;0.00009;0.00009;0.50;99540;9;99535;7286732;73.20
2009;8;0.00016;0.00016;0.50;99531;16;99523;7187197;72.21
2009;9;0.00010;0.00010;0.50;99515;9;99510;7087674;71.22
2009;10;0.00010;0.00010;0.50;99505;10;99501;6988164;70.23
2009;11;0.00015;0.00015;0.50;99496;15;99488;6888663;69.24
2009;12;0.00013;0.00013;0.50;99480;13;99474;6789175;68.25
2009;13;0.00011;0.00011;0.50;99468;11;99462;6689701;67.25
2009;14;0.00014;0.00014;0.50;99457;14;99450;6590239;66.26
2009;15;0.00016;0.00016;0.50;99443;16;99435;6490789;65.27
2009;16;0.00025;0.00025;0.50;99427;25;99415;6391353;64.28
2009;17;0.00037;0.00037;0.50;99402;37;99384;6291939;63.30
2009;18;0.00038;0.00038;0.50;99365;37;99347;6192555;62.32
2009;19;0.00045;0.00045;0.50;99328;45;99305;6093208;61.34
2009;20;0.00050;0.00050;0.50;99283;49;99258;5993902;60.37
2009;21;0.00060;0.00060;0.50;99233;60;99204;5894644;59.40
2009;22;0.00060;0.00060;0.50;99174;59;99144;5795441;58.44
2009;23;0.00045;0.00045;0.50;99115;44;99092;5696297;57.47
2009;24;0.00048;0.00048;0.50;99070;47;99046;5597204;56.50
2009;25;0.00054;0.00054;0.50;99023;54;98996;5498158;55.52
2009;26;0.00051;0.00051;0.50;98969;50;98944;5399162;54.55
2009;27;0.00053;0.00053;0.50;98919;53;98892;5300218;53.58
2009;28;0.00062;0.00062;0.50;98866;61;98836;5201326;52.61
2009;29;0.00059;0.00059;0.50;98805;58;98776;5102490;51.64
2009;30;0.00063;0.00063;0.50;98747;63;98716;5003714;50.67
2009;31;0.00067;0.00067;0.50;98685;66;98652;4904998;49.70
2009;32;0.00068;0.00068;0.50;98619;67;98585;4806346;48.74
2009;33;0.00084;0.00084;0.50;98552;82;98510;4707761;47.77
2009;34;0.00094;0.00094;0.50;98469;92;98423;4609250;46.81
2009;35;0.00110;0.00110;0.50;98377;108;98323;4510827;45.85
2009;36;0.00113;0.00113;0.50;98268;111;98213;4412505;44.90
2009;37;0.00117;0.00117;0.50;98158;115;98100;4314291;43.95
2009;38;0.00129;0.00129;0.50;98043;126;97979;4216191;43.00
2009;39;0.00155;0.00155;0.50;97916;152;97840;4118212;42.06
2009;40;0.00175;0.00175;0.50;97764;171;97679;4020371;41.12
2009;41;0.00158;0.00158;0.50;97593;154;97516;3922693;40.19
2009;42;0.00196;0.00196;0.50;97439;191;97343;3825177;39.26
2009;43;0.00204;0.00204;0.50;97248;198;97149;3727833;38.33
2009;44;0.00222;0.00222;0.50;97050;215;96942;3630684;37.41
2009;45;0.00233;0.00233;0.50;96835;225;96722;3533742;36.49
2009;46;0.00247;0.00247;0.50;96609;238;96490;3437020;35.58
2009;47;0.00330;0.00329;0.50;96371;317;96212;3340530;34.66
2009;48;0.00324;0.00323;0.50;96054;311;95898;3244317;33.78
2009;49;0.00341;0.00341;0.50;95743;326;95580;3148419;32.88
2009;50;0.00382;0.00382;0.50;95417;364;95235;3052839;31.99
2009;51;0.00402;0.00401;0.50;95053;381;94862;2957604;31.12
2009;52;0.00428;0.00428;0.50;94672;405;94470;2862741;30.24
2009;53;0.00493;0.00492;0.50;94267;464;94036;2768272;29.37
2009;54;0.00482;0.00481;0.50;93804;451;93578;2674236;28.51
2009;55;0.00494;0.00493;0.50;93353;460;93123;2580658;27.64
2009;56;0.00531;0.00530;0.50;92892;492;92646;2487535;26.78
2009;57;0.00578;0.00576;0.50;92400;533;92134;2394889;25.92
2009;58;0.00608;0.00606;0.50;91867;557;91589;2302756;25.07
2009;59;0.00613;0.00611;0.50;91311;558;91032;2211166;24.22
2009;60;0.00725;0.00722;0.50;90753;655;90425;2120135;23.36
2009;61;0.00790;0.00787;0.50;90097;709;89743;2029710;22.53
2009;62;0.00836;0.00832;0.50;89388;744;89016;1939967;21.70
2009;63;0.00889;0.00885;0.50;88644;784;88252;1850951;20.88
2009;64;0.00974;0.00969;0.50;87859;851;87434;1762700;20.06
2009;65;0.01168;0.01161;0.50;87008;1010;86503;1675266;19.25
2009;66;0.01112;0.01106;0.50;85998;951;85522;1588763;18.47
2009;67;0.01262;0.01254;0.50;85047;1067;84513;1503241;17.68
2009;68;0.01333;0.01325;0.50;83980;1112;83424;1418727;16.89
2009;69;0.01500;0.01489;0.50;82868;1234;82251;1335303;16.11
2009;70;0.01673;0.01659;0.50;81634;1354;80957;1253052;15.35
2009;71;0.01849;0.01832;0.50;80280;1470;79544;1172095;14.60
2009;72;0.02047;0.02026;0.50;78809;1597;78011;1092551;13.86
2009;73;0.02334;0.02307;0.50;77213;1781;76322;1014540;13.14
2009;74;0.02565;0.02532;0.50;75431;1910;74476;938218;12.44
2009;75;0.02949;0.02906;0.50;73521;2136;72453;863742;11.75
2009;76;0.03271;0.03218;0.50;71385;2297;70236;791289;11.08
2009;77;0.03700;0.03633;0.50;69088;2510;67833;721053;10.44
2009;78;0.04101;0.04019;0.50;66578;2676;65240;653220;9.81
2009;79;0.04887;0.04771;0.50;63902;3049;62378;587980;9.20
2009;80;0.05370;0.05229;0.50;60853;3182;59262;525603;8.64
2009;81;0.05949;0.05777;0.50;57671;3332;56005;466340;8.09
2009;82;0.06822;0.06597;0.50;54339;3585;52547;410335;7.55
2009;83;0.07827;0.07532;0.50;50754;3823;48843;357789;7.05
2009;84;0.08605;0.08250;0.50;46932;3872;44996;308946;6.58
2009;85;0.09730;0.09279;0.50;43060;3995;41062;263950;6.13
2009;86;0.10758;0.10209;0.50;39064;3988;37070;222888;5.71
2009;87;0.12030;0.11348;0.50;35076;3980;33086;185818;5.30
2009;88;0.13441;0.12595;0.50;31096;3916;29138;152731;4.91
2009;89;0.15695;0.14553;0.50;27180;3955;25202;123593;4.55
2009;90;0.16725;0.15434;0.50;23224;3585;21432;98392;4.24
2009;91;0.18371;0.16825;0.50;19640;3304;17987;76960;3.92
2009;92;0.21312;0.19260;0.50;16335;3146;14762;58972;3.61
2009;93;0.23984;0.21416;0.50;13189;2825;11777;44210;3.35
2009;94;0.27088;0.23856;0.50;10364;2473;9128;32434;3.13
2009;95;0.27961;0.24531;0.50;7892;1936;6924;23305;2.95
2009;96;0.30665;0.26588;0.50;5956;1584;5164;16381;2.75
2009;97;0.33519;0.28708;0.50;4372;1255;3745;11217;2.57
2009;98;0.36510;0.30874;0.50;3117;962;2636;7473;2.40
2009;99;0.39619;0.33069;0.50;2155;713;1798;4837;2.24
2009;100;0.42827;0.35274;0.50;1442;509;1188;3038;2.11
2009;101;0.46107;0.37469;0.50;933;350;759;1850;1.98
2009;102;0.49432;0.39636;0.50;584;231;468;1092;1.87
2009;103;0.52773;0.41755;0.50;352;147;279;624;1.77
2009;104;0.56100;0.43811;0.50;205;90;160;345;1.68
2009;105;0.59381;0.45787;0.50;115;53;89;185;1.60
2009;106;0.62590;0.47671;0.50;63;30;48;96;1.53
2009;107;0.65699;0.49453;0.50;33;16;25;48;1.47
2009;108;0.68685;0.51127;0.50;17;8;12;23;1.42
2009;109;0.71530;0.52687;0.50;8;4;6;11;1.37
2009;110+;0.74218;100.000;1.35;4;4;5;5;1.35
2010;0;0.00259;0.00258;0.14;100000;258;99779;8011758;80.12
2010;1;0.00023;0.00023;0.50;99742;23;99730;7911979;79.32
2010;2;0.00018;0.00018;0.50;99719;18;99710;7812249;78.34
2010;3;0.00016;0.00016;0.50;99701;16;99693;7712539;77.36
2010;4;0.00012;0.00012;0.50;99685;12;99679;7612846;76.37
2010;5;0.00009;0.00009;0.50;99673;9;99668;7513167;75.38
2010;6;0.00016;0.00016;0.50;99663;16;99655;7413499;74.39
2010;7;0.00012;0.00012;0.50;99647;12;99641;7313844;73.40
2010;8;0.00015;0.00015;0.50;99635;15;99628;7214203;72.41
2010;9;0.00008;0.00008;0.50;99620;8;99616;7114575;71.42
2010;10;0.00010;0.00010;0.50;99613;9;99608;7014958;70.42
2010;11;0.00012;0.00012;0.50;99603;12;99597;6915351;69.43
2010;12;0.00013;0.00013;0.50;99591;13;99585;6815753;68.44
2010;13;0.00014;0.00014;0.50;99579;14;99572;6716168;67.45
2010;14;0.00016;0.00016;0.50;99565;15;99557;6616596;66.46
2010;15;0.00019;0.00019;0.50;99549;19;99540;6517040;65.47
2010;16;0.00027;0.00027;0.50;99530;27;99517;6417500;64.48
2010;17;0.00025;0.00025;0.50;99503;25;99491;6317983;63.50
2010;18;0.00028;0.00028;0.50;99478;27;99465;6218492;62.51
2010;19;0.00038;0.00038;0.50;99451;38;99432;6119028;61.53
2010;20;0.00042;0.00042;0.50;99413;42;99392;6019596;60.55
2010;21;0.00052;0.00052;0.50;99371;51;99345;5920204;59.58
2010;22;0.00046;0.00046;0.50;99320;45;99297;5820858;58.61
2010;23;0.00057;0.00057;0.50;99274;56;99246;5721561;57.63
2010;24;0.00054;0.00054;0.50;99218;54;99191;5622315;56.67
2010;25;0.00051;0.00051;0.50;99164;50;99139;5523123;55.70
2010;26;0.00052;0.00052;0.50;99114;51;99089;5423984;54.72
2010;27;0.00056;0.00056;0.50;99063;55;99036;5324895;53.75
2010;28;0.00053;0.00053;0.50;99008;52;98982;5225860;52.78
2010;29;0.00057;0.00057;0.50;98956;57;98927;5126878;51.81
2010;30;0.00065;0.00065;0.50;98899;64;98867;5027951;50.84
2010;31;0.00072;0.00072;0.50;98835;71;98799;4929084;49.87
2010;32;0.00066;0.00066;0.50;98763;65;98731;4830285;48.91
2010;33;0.00085;0.00085;0.50;98698;84;98656;4731554;47.94
2010;34;0.00092;0.00092;0.50;98614;91;98569;4632898;46.98
2010;35;0.00105;0.00105;0.50;98523;103;98472;4534329;46.02
2010;36;0.00101;0.00101;0.50;98420;100;98370;4435857;45.07
2010;37;0.00106;0.00106;0.50;98320;104;98268;4337487;44.12
2010;38;0.00126;0.00126;0.50;98216;123;98154;4239219;43.16
2010;39;0.00152;0.00152;0.50;98092;149;98018;4141065;42.22
2010;40;0.00175;0.00175;0.50;97943;171;97858;4043047;41.28
2010;41;0.00181;0.00181;0.50;97772;177;97684;3945190;40.35
2010;42;0.00197;0.00196;0.50;97595;192;97500;3847506;39.42
2010;43;0.00208;0.00208;0.50;97404;203;97302;3750006;38.50
2010;44;0.00203;0.00203;0.50;97201;197;97103;3652704;37.58
2010;45;0.00241;0.00241;0.50;97004;233;96888;3555601;36.65
2010;46;0.00280;0.00279;0.50;96771;270;96636;3458714;35.74
2010;47;0.00271;0.00271;0.50;96501;261;96370;3362078;34.84
2010;48;0.00325;0.00325;0.50;96239;312;96083;3265708;33.93
2010;49;0.00289;0.00288;0.50;95927;277;95789;3169625;33.04
2010;50;0.00347;0.00347;0.50;95650;331;95485;3073836;32.14
2010;51;0.00385;0.00384;0.50;95319;366;95136;2978351;31.25
2010;52;0.00398;0.00398;0.50;94953;377;94764;2883216;30.36
2010;53;0.00455;0.00454;0.50;94575;430;94360;2788452;29.48
2010;54;0.00505;0.00503;0.50;94145;474;93909;2694092;28.62
2010;55;0.00513;0.00512;0.50;93672;479;93432;2600183;27.76
2010;56;0.00513;0.00512;0.50;93192;477;92954;2506751;26.90
2010;57;0.00586;0.00585;0.50;92715;542;92444;2413797;26.03
2010;58;0.00627;0.00625;0.50;92173;576;91885;2321353;25.18
2010;59;0.00627;0.00625;0.50;91597;573;91311;2229468;24.34
2010;60;0.00676;0.00674;0.50;91024;613;90718;2138157;23.49
2010;61;0.00766;0.00763;0.50;90411;690;90066;2047439;22.65
2010;62;0.00831;0.00827;0.50;89722;742;89351;1957373;21.82
2010;63;0.00865;0.00861;0.50;88980;766;88596;1868022;20.99
2010;64;0.00907;0.00903;0.50;88213;797;87815;1779426;20.17
2010;65;0.00961;0.00956;0.50;87417;836;86999;1691611;19.35
2010;66;0.01186;0.01179;0.50;86581;1021;86070;1604612;18.53
2010;67;0.01271;0.01263;0.50;85559;1081;85019;1518542;17.75
2010;68;0.01371;0.01362;0.50;84479;1150;83903;1433523;16.97
2010;69;0.01410;0.01400;0.50;83328;1166;82745;1349620;16.20
2010;70;0.01690;0.01676;0.50;82162;1377;81473;1266875;15.42
2010;71;0.01913;0.01895;0.50;80785;1531;80019;1185402;14.67
2010;72;0.02045;0.02024;0.50;79254;1604;78451;1105383;13.95
2010;73;0.02268;0.02243;0.50;77649;1742;76778;1026931;13.23
2010;74;0.02486;0.02456;0.50;75908;1864;74976;950153;12.52
2010;75;0.02850;0.02810;0.50;74044;2080;73004;875177;11.82
2010;76;0.03223;0.03172;0.50;71963;2283;70822;802174;11.15
2010;77;0.03602;0.03539;0.50;69681;2466;68448;731351;10.50
2010;78;0.04172;0.04087;0.50;67215;2747;65842;662904;9.86
2010;79;0.04430;0.04334;0.50;64468;2794;63071;597062;9.26
2010;80;0.05238;0.05104;0.50;61674;3148;60100;533991;8.66
2010;81;0.05791;0.05628;0.50;58527;3294;56880;473890;8.10
2010;82;0.06833;0.06607;0.50;55233;3649;53408;417011;7.55
2010;83;0.07661;0.07379;0.50;51583;3806;49680;363603;7.05
2010;84;0.08498;0.08152;0.50;47777;3895;45830;313923;6.57
2010;85;0.09671;0.09225;0.50;43882;4048;41858;268093;6.11
2010;86;0.11224;0.10628;0.50;39834;4233;37718;226234;5.68
2010;87;0.12086;0.11397;0.50;35601;4058;33572;188517;5.30
2010;88;0.13138;0.12328;0.50;31543;3889;29599;154945;4.91
2010;89;0.15609;0.14479;0.50;27655;4004;25653;125346;4.53
2010;90;0.17007;0.15674;0.50;23651;3707;21797;99693;4.22
2010;91;0.19025;0.17372;0.50;19944;3465;18211;77896;3.91
2010;92;0.21113;0.19097;0.50;16479;3147;14905;59685;3.62
2010;93;0.24228;0.21610;0.50;13332;2881;11891;44779;3.36
2010;94;0.25401;0.22539;0.50;10451;2356;9273;32888;3.15
2010;95;0.28370;0.24846;0.50;8095;2011;7090;23615;2.92
2010;96;0.31127;0.26935;0.50;6084;1639;5265;16525;2.72
2010;97;0.34032;0.29083;0.50;4445;1293;3799;11261;2.53
2010;98;0.37069;0.31273;0.50;3152;986;2660;7462;2.37
2010;99;0.40219;0.33486;0.50;2167;725;1804;4802;2.22
2010;100;0.43461;0.35703;0.50;1441;515;1184;2998;2.08
2010;101;0.46769;0.37905;0.50;927;351;751;1814;1.96
2010;102;0.50113;0.40072;0.50;575;231;460;1064;1.85
2010;103;0.53466;0.42188;0.50;345;145;272;603;1.75
2010;104;0.56795;0.44234;0.50;199;88;155;331;1.66
2010;105;0.60073;0.46197;0.50;111;51;85;176;1.58
2010;106;0.63269;0.48064;0.50;60;29;45;91;1.52
2010;107;0.66361;0.49828;0.50;31;15;23;45;1.46
2010;108;0.69324;0.51480;0.50;16;8;12;22;1.40
2010;109;0.72141;0.53017;0.50;8;4;6;10;1.36
2010;110+;0.74799;100.000;1.34;4;4;5;5;1.34
2011;0;0.00301;0.00301;0.14;100000;301;99742;8058373;80.58
2011;1;0.00028;0.00028;0.50;99699;27;99686;7958631;79.83
2011;2;0.00014;0.00014;0.50;99672;14;99665;7858945;78.85
2011;3;0.00014;0.00014;0.50;99658;14;99651;7759280;77.86
2011;4;0.00015;0.00015;0.50;99644;15;99636;7659629;76.87
2011;5;0.00015;0.00015;0.50;99629;15;99621;7559993;75.88
2011;6;0.00010;0.00010;0.50;99614;10;99609;7460372;74.89
2011;7;0.00009;0.00009;0.50;99604;9;99600;7360763;73.90
2011;8;0.00009;0.00009;0.50;99596;9;99591;7261163;72.91
2011;9;0.00019;0.00019;0.50;99586;19;99577;7161572;71.91
2011;10;0.00005;0.00005;0.50;99568;5;99565;7061995;70.93
2011;11;0.00009;0.00009;0.50;99562;9;99558;6962430;69.93
2011;12;0.00012;0.00012;0.50;99554;12;99547;6862872;68.94
2011;13;0.00007;0.00007;0.50;99541;7;99538;6763325;67.94
2011;14;0.00013;0.00013;0.50;99534;13;99527;6663787;66.95
2011;15;0.00020;0.00020;0.50;99521;20;99511;6564260;65.96
2011;16;0.00019;0.00019;0.50;99501;19;99491;6464749;64.97
2011;17;0.00025;0.00025;0.50;99482;25;99469;6365258;63.98
2011;18;0.00048;0.00048;0.50;99457;48;99433;6265789;63.00
2011;19;0.00031;0.00031;0.50;99409;31;99393;6166356;62.03
2011;20;0.00042;0.00042;0.50;99378;42;99357;6066963;61.05
2011;21;0.00035;0.00035;0.50;99336;35;99318;5967606;60.08
2011;22;0.00038;0.00038;0.50;99301;38;99282;5868288;59.10
2011;23;0.00059;0.00059;0.50;99263;59;99234;5769006;58.12
2011;24;0.00049;0.00049;0.50;99204;48;99180;5669772;57.15
2011;25;0.00046;0.00046;0.50;99156;46;99133;5570592;56.18
2011;26;0.00053;0.00053;0.50;99110;52;99084;5471458;55.21
2011;27;0.00063;0.00063;0.50;99058;62;99027;5372374;54.23
2011;28;0.00037;0.00037;0.50;98996;36;98978;5273347;53.27
2011;29;0.00040;0.00040;0.50;98960;39;98940;5174369;52.29
2011;30;0.00062;0.00062;0.50;98920;61;98890;5075429;51.31
2011;31;0.00066;0.00066;0.50;98859;65;98827;4976540;50.34
2011;32;0.00063;0.00063;0.50;98794;63;98763;4877713;49.37
2011;33;0.00071;0.00071;0.50;98732;70;98697;4778950;48.40
2011;34;0.00078;0.00078;0.50;98662;77;98624;4680253;47.44
2011;35;0.00088;0.00088;0.50;98585;87;98542;4581629;46.47
2011;36;0.00096;0.00096;0.50;98499;94;98452;4483087;45.51
2011;37;0.00105;0.00105;0.50;98405;104;98353;4384636;44.56
2011;38;0.00107;0.00107;0.50;98301;105;98248;4286283;43.60
2011;39;0.00114;0.00113;0.50;98196;111;98140;4188035;42.65
2011;40;0.00140;0.00140;0.50;98084;137;98016;4089895;41.70
2011;41;0.00151;0.00151;0.50;97947;148;97874;3991879;40.76
2011;42;0.00165;0.00165;0.50;97800;162;97719;3894005;39.82
2011;43;0.00175;0.00175;0.50;97638;171;97553;3796286;38.88
2011;44;0.00238;0.00238;0.50;97467;232;97352;3698734;37.95
2011;45;0.00207;0.00207;0.50;97236;201;97135;3601382;37.04
2011;46;0.00239;0.00239;0.50;97035;232;96919;3504247;36.11
2011;47;0.00277;0.00277;0.50;96802;268;96669;3407328;35.20
2011;48;0.00304;0.00303;0.50;96535;293;96388;3310660;34.30
2011;49;0.00344;0.00343;0.50;96242;330;96077;3214272;33.40
2011;50;0.00345;0.00344;0.50;95912;330;95747;3118195;32.51
2011;51;0.00398;0.00397;0.50;95582;379;95392;3022448;31.62
2011;52;0.00441;0.00440;0.50;95203;419;94993;2927056;30.75
2011;53;0.00475;0.00474;0.50;94784;449;94559;2832063;29.88
2011;54;0.00468;0.00467;0.50;94335;440;94114;2737503;29.02
2011;55;0.00530;0.00529;0.50;93894;496;93646;2643389;28.15
2011;56;0.00509;0.00508;0.50;93398;474;93161;2549743;27.30
2011;57;0.00596;0.00594;0.50;92924;552;92648;2456582;26.44
2011;58;0.00619;0.00617;0.50;92372;570;92087;2363934;25.59
2011;59;0.00627;0.00625;0.50;91802;574;91515;2271847;24.75
2011;60;0.00655;0.00653;0.50;91228;596;90930;2180332;23.90
2011;61;0.00729;0.00726;0.50;90633;658;90303;2089401;23.05
2011;62;0.00799;0.00796;0.50;89974;716;89616;1999098;22.22
2011;63;0.00873;0.00869;0.50;89258;776;88870;1909482;21.39
2011;64;0.00971;0.00966;0.50;88482;855;88054;1820612;20.58
2011;65;0.01015;0.01010;0.50;87627;885;87185;1732558;19.77
2011;66;0.01047;0.01042;0.50;86742;904;86290;1645373;18.97
2011;67;0.01174;0.01167;0.50;85839;1002;85338;1559082;18.16
2011;68;0.01330;0.01321;0.50;84837;1121;84276;1473745;17.37
2011;69;0.01420;0.01410;0.50;83716;1180;83126;1389468;16.60
2011;70;0.01601;0.01588;0.50;82536;1311;81880;1306342;15.83
2011;71;0.01775;0.01759;0.50;81225;1429;80510;1224462;15.07
2011;72;0.01963;0.01944;0.50;79796;1551;79020;1143952;14.34
2011;73;0.02177;0.02154;0.50;78245;1685;77402;1064931;13.61
2011;74;0.02394;0.02366;0.50;76560;1811;75654;987529;12.90
2011;75;0.02720;0.02684;0.50;74748;2006;73745;911875;12.20
2011;76;0.03019;0.02974;0.50;72742;2163;71660;838130;11.52
2011;77;0.03438;0.03380;0.50;70579;2385;69386;766470;10.86
2011;78;0.04018;0.03939;0.50;68193;2686;66850;697084;10.22
2011;79;0.04346;0.04254;0.50;65507;2786;64114;630234;9.62
2011;80;0.04832;0.04718;0.50;62721;2959;61241;566120;9.03
2011;81;0.05447;0.05303;0.50;59761;3169;58177;504879;8.45
2011;82;0.06244;0.06055;0.50;56592;3427;54879;446702;7.89
2011;83;0.07044;0.06804;0.50;53166;3617;51357;391823;7.37
2011;84;0.08057;0.07745;0.50;49548;3837;47629;340466;6.87
2011;85;0.08923;0.08542;0.50;45711;3904;43758;292836;6.41
2011;86;0.10187;0.09693;0.50;41806;4052;39780;249078;5.96
2011;87;0.11390;0.10777;0.50;37754;4069;35720;209298;5.54
2011;88;0.12582;0.11837;0.50;33685;3987;31692;173578;5.15
2011;89;0.14244;0.13297;0.50;29698;3949;27724;141887;4.78
2011;90;0.15900;0.14729;0.50;25749;3793;23853;114163;4.43
2011;91;0.17909;0.16437;0.50;21957;3609;20152;90310;4.11
2011;92;0.19904;0.18103;0.50;18348;3321;16687;70158;3.82
2011;93;0.21809;0.19665;0.50;15026;2955;13549;53471;3.56
2011;94;0.24162;0.21557;0.50;12071;2602;10770;39923;3.31
2011;95;0.26424;0.23340;0.50;9469;2210;8364;29152;3.08
2011;96;0.29060;0.25373;0.50;7259;1842;6338;20789;2.86
2011;97;0.31853;0.27477;0.50;5417;1488;4673;14451;2.67
2011;98;0.34793;0.29637;0.50;3929;1164;3346;9778;2.49
2011;99;0.37864;0.31837;0.50;2764;880;2324;6431;2.33
2011;100;0.41046;0.34057;0.50;1884;642;1563;4107;2.18
2011;101;0.44315;0.36277;0.50;1243;451;1017;2544;2.05
2011;102;0.47645;0.38478;0.50;792;305;639;1526;1.93
2011;103;0.51005;0.40641;0.50;487;198;388;887;1.82
2011;104;0.54366;0.42746;0.50;289;124;227;499;1.73
2011;105;0.57696;0.44778;0.50;166;74;128;272;1.64
2011;106;0.60966;0.46723;0.50;91;43;70;143;1.57
2011;107;0.64148;0.48570;0.50;49;24;37;73;1.50
2011;108;0.67216;0.50308;0.50;25;13;19;36;1.44
2011;109;0.70150;0.51934;0.50;12;6;9;17;1.40
2011;110+;0.72932;100.000;1.37;6;6;8;8;1.37
2012;0;0.00326;0.00326;0.14;100000;326;99721;8055794;80.56
2012;1;0.00022;0.00022;0.50;99674;22;99663;7956074;79.82
2012;2;0.00020;0.00020;0.50;99653;20;99642;7856410;78.84
2012;3;0.00012;0.00012;0.50;99632;12;99626;7756768;77.85
2012;4;0.00010;0.00010;0.50;99620;10;99615;7657142;76.86
2012;5;0.00010;0.00010;0.50;99610;10;99605;7557526;75.87
2012;6;0.00007;0.00007;0.50;99600;7;99597;7457921;74.88
2012;7;0.00015;0.00015;0.50;99594;15;99586;7358324;73.88
2012;8;0.00012;0.00012;0.50;99578;12;99572;7258738;72.89
2012;9;0.00010;0.00010;0.50;99566;10;99561;7159166;71.90
2012;10;0.00011;0.00011;0.50;99556;11;99550;7059605;70.91
2012;11;0.00012;0.00012;0.50;99545;12;99539;6960055;69.92
2012;12;0.00010;0.00010;0.50;99532;10;99527;6860516;68.93
2012;13;0.00013;0.00013;0.50;99522;13;99515;6760989;67.93
2012;14;0.00015;0.00015;0.50;99509;15;99501;6661474;66.94
2012;15;0.00022;0.00022;0.50;99493;22;99482;6561973;65.95
2012;16;0.00013;0.00013;0.50;99471;13;99465;6462490;64.97
2012;17;0.00018;0.00018;0.50;99458;18;99449;6363026;63.98
2012;18;0.00021;0.00021;0.50;99440;21;99430;6263576;62.99
2012;19;0.00037;0.00037;0.50;99420;37;99401;6164146;62.00
2012;20;0.00040;0.00040;0.50;99382;40;99363;6064745;61.02
2012;21;0.00041;0.00041;0.50;99343;40;99322;5965383;60.05
2012;22;0.00041;0.00041;0.50;99302;41;99282;5866061;59.07
2012;23;0.00037;0.00037;0.50;99262;37;99243;5766779;58.10
2012;24;0.00044;0.00044;0.50;99225;44;99203;5667535;57.12
2012;25;0.00053;0.00053;0.50;99181;52;99155;5568332;56.14
2012;26;0.00037;0.00037;0.50;99129;36;99111;5469177;55.17
2012;27;0.00042;0.00042;0.50;99093;42;99072;5370065;54.19
2012;28;0.00047;0.00047;0.50;99052;47;99028;5270993;53.21
2012;29;0.00046;0.00046;0.50;99005;46;98982;5171965;52.24
2012;30;0.00054;0.00054;0.50;98959;53;98933;5072983;51.26
2012;31;0.00063;0.00063;0.50;98906;62;98875;4974050;50.29
2012;32;0.00052;0.00052;0.50;98844;51;98818;4875176;49.32
2012;33;0.00072;0.00072;0.50;98793;71;98757;4776357;48.35
2012;34;0.00075;0.00075;0.50;98722;74;98685;4677600;47.38
2012;35;0.00081;0.00081;0.50;98648;80;98608;4578916;46.42
2012;36;0.00091;0.00091;0.50;98568;90;98523;4480308;45.45
2012;37;0.00100;0.00100;0.50;98478;98;98429;4381786;44.50
2012;38;0.00111;0.00111;0.50;98380;109;98325;4283357;43.54
2012;39;0.00117;0.00117;0.50;98271;115;98213;4185031;42.59
2012;40;0.00132;0.00132;0.50;98156;130;98091;4086818;41.64
2012;41;0.00162;0.00162;0.50;98026;158;97947;3988727;40.69
2012;42;0.00180;0.00180;0.50;97868;176;97780;3890779;39.76
2012;43;0.00177;0.00177;0.50;97692;173;97606;3792999;38.83
2012;44;0.00196;0.00196;0.50;97519;191;97424;3695394;37.89
2012;45;0.00227;0.00227;0.50;97329;221;97218;3597970;36.97
2012;46;0.00240;0.00240;0.50;97107;233;96991;3500752;36.05
2012;47;0.00279;0.00279;0.50;96874;270;96739;3403761;35.14
2012;48;0.00296;0.00296;0.50;96604;286;96461;3307021;34.23
2012;49;0.00302;0.00302;0.50;96319;290;96173;3210560;33.33
2012;50;0.00325;0.00324;0.50;96028;312;95872;3114386;32.43
2012;51;0.00364;0.00363;0.50;95717;348;95543;3018514;31.54
2012;52;0.00365;0.00365;0.50;95369;348;95195;2922971;30.65
2012;53;0.00467;0.00466;0.50;95021;443;94800;2827776;29.76
2012;54;0.00475;0.00474;0.50;94578;448;94354;2732977;28.90
2012;55;0.00492;0.00491;0.50;94130;462;93899;2638623;28.03
2012;56;0.00554;0.00553;0.50;93668;518;93409;2544724;27.17
2012;57;0.00567;0.00566;0.50;93150;527;92887;2451315;26.32
2012;58;0.00567;0.00565;0.50;92623;524;92362;2358428;25.46
2012;59;0.00641;0.00639;0.50;92100;589;91805;2266066;24.60
